gene,log2FC,pvalue,padj,-log10_padj,Significance
POLR1C,0.547750778816201,2.935542094760982e-11,2.4602638508472992e-09,8.609018314513586,Not Significant
BLNK,0.8224248819214172,3.2319868025950465e-11,2.6695977632987242e-09,8.573554170223293,Not Significant
ETF1,0.3609468897598255,3.695906075479126e-11,3.0309079213965022e-09,8.518427257244001,Not Significant
LOC100289561,-0.5518197166113934,3.929040234453024e-11,3.210587163010185e-09,8.493415535091671,Not Significant
ATP8A1,-0.999387498743843,3.9880231492673774e-11,3.247187532214861e-09,8.488492629189134,Not Significant
ZNF511,0.7729497537935905,4.2126949278148784e-11,3.4179595726384543e-09,8.466233078386455,Not Significant
RTN2,-0.9343033363481037,4.248231195284576e-11,3.4346123585904985e-09,8.464122271712156,Not Significant
TMED8,-0.6034865842628858,4.269855063863187e-11,3.4399395725771027e-09,8.463449186360684,Not Significant
ATPIF1,-0.5301575386058325,4.3619592900348516e-11,3.5018115282806107e-09,8.455707231876325,Not Significant
ALDH2,-0.9926886745050719,4.5208043357661846e-11,3.6166434686129475e-09,8.441694302199362,Not Significant
AMZ2P1,-0.7190326600341654,4.865639521863162e-11,3.865480286813512e-09,8.412796537203903,Not Significant
ADAM12,-0.978053522259067,5.12619653166269e-11,4.030494042764342e-09,8.39464171641575,Not Significant
TGIF1,0.8322682477472962,5.1156318082109096e-11,4.030494042764342e-09,8.39464171641575,Not Significant
STS,-0.9266106672696193,5.4071966522975874e-11,4.22546555108022e-09,8.37412543461332,Not Significant
SYPL1,-0.6806427494724118,5.411107545745212e-11,4.22546555108022e-09,8.37412543461332,Not Significant
GYG1,0.7162657019395053,5.6131087281103474e-11,4.368296860515808e-09,8.359687855536132,Not Significant
CCDC138,-0.8419689980906414,5.642270089142116e-11,4.3761064284600545e-09,8.35891212435039,Not Significant
ANK3,-0.9227764445784326,5.738679419758489e-11,4.435844092029535e-09,8.353023726535762,Not Significant
LEPROTL1,0.5288302180685382,6.664264295053043e-11,5.082612235693788e-09,8.293913022369354,Not Significant
MCOLN2,0.9976295849663365,6.643287597419285e-11,5.082612235693788e-09,8.293913022369354,Not Significant
GLI3,-0.9489385991357628,6.941160204911323e-11,5.258733294316923e-09,8.279118854617924,Not Significant
ZNF200,0.35431097377148224,6.981202851593507e-11,5.2636417026001785e-09,8.27871368092138,Not Significant
TNRC6C-AS1,-0.8311356312598375,7.107810259753266e-11,5.33202290961163e-09,8.273107993261078,Not Significant
MIR3658,0.6452658526781242,7.869202858406346e-11,5.883900699357425e-09,8.230334665326735,Not Significant
TBC1D8B,-0.7571699661675524,9.956972798891958e-11,7.372671120991844e-09,8.132375138607967,Not Significant
MAP3K7,-0.3264332730378837,1.050728769437149e-10,7.70534430920576e-09,8.113207950294399,Not Significant
NRBF2,0.42200090443171756,1.1115469730169202e-10,8.125301834705154e-09,8.090160497092212,Not Significant
SRPRB,0.47168643017452366,1.1922663350939873e-10,8.68759673469759e-09,8.061100346590436,Not Significant
ME2,0.5790431447425741,1.3558620616955594e-10,9.755384896727798e-09,8.010755590930936,Not Significant
ATG4C,0.6253588584061923,1.4236865612571627e-10,1.0211269129016891e-08,7.990920277357221,Not Significant
TEX9,-0.9509895822865357,1.4926964973074347e-10,1.0672779955748158e-08,7.971722444475107,Not Significant
ITGAV,-0.7366670686363148,1.5352715715588404e-10,1.0909010421511264e-08,7.962214643359327,Not Significant
ATP13A3,0.5174922620842151,1.5545641366959042e-10,1.1011897042601328e-08,7.958137857761739,Not Significant
GMFG,0.8467427394231754,1.6045407730239355e-10,1.1328890087860502e-08,7.945812636679359,Not Significant
PDE4B,0.7906673701135576,1.7058564574565673e-10,1.1972391333314804e-08,7.921819096115041,Not Significant
KLHL6,-0.9942222138478517,1.765995974593272e-10,1.2356571222842222e-08,7.908102023226358,Not Significant
USP12,-0.6077446990252213,1.8040560271272426e-10,1.2584390823375399e-08,7.90016780263845,Not Significant
KLF7,-0.6700670284393507,1.8281559535824367e-10,1.271374109968576e-08,7.895726636709453,Not Significant
CACNA2D1,-0.9220267309818091,1.8576954234830883e-10,1.2880021602816077e-08,7.890083408561925,Not Significant
PAK1,0.5509101346598348,2.2023478711763553e-10,1.5086742303148207e-08,7.821404527786046,Not Significant
PTPN1,0.6537848959903537,2.2590307841014044e-10,1.5382923910785754e-08,7.812961108121723,Not Significant
ROBO1,-0.9776834488996047,2.3196028138520056e-10,1.57485199943424e-08,7.802760253842109,Not Significant
SPCS3,0.45867423709510186,2.5684930485901803e-10,1.7335433909068828e-08,7.761065283401537,Not Significant
PIP4K2A,-0.7585154590828369,2.706500176274572e-10,1.8106644454140993e-08,7.7421620262224335,Not Significant
STK17A,-0.639779821123503,2.8312549311116163e-10,1.8839336411193678e-08,7.724934398678617,Not Significant
MYEOV,-0.9914575419555802,3.009408047832596e-10,1.9958045256350667e-08,7.699881996914004,Not Significant
IFRD2,0.5204284996482783,3.3023480298979344e-10,2.1837492174585184e-08,7.660797237637408,Not Significant
ATP10D,-0.7507285699929632,3.365063872604348e-10,2.2188086860284577e-08,7.653880142645895,Not Significant
HIST1H2AC,0.995060898402172,3.6258659527816555e-10,2.3770720057204666e-08,7.62395766252364,Not Significant
WIPI2,-0.3983377750979778,3.7700523339145744e-10,2.4645370685704417e-08,7.608264645330508,Not Significant
MRPL1,0.5470767762033988,4.017785864803669e-10,2.613795070414555e-08,7.582728465445977,Not Significant
ARHGAP24,0.8662605517033475,4.1763277641127274e-10,2.6992762497994128e-08,7.568752666527546,Not Significant
LOC100129034,-0.9095696412420845,4.188829999885751e-10,2.6997304337291826e-08,7.568679597688593,Not Significant
DNMT1,-0.6108267510802908,4.220323666948656e-10,2.704790070021996e-08,7.56786643664578,Not Significant
EPB41L2,-0.5913530633437155,4.213463527802772e-10,2.704790070021996e-08,7.56786643664578,Not Significant
ARPP19,0.35774940541989314,4.2723895676189353e-10,2.730510427573219e-08,7.563756160593788,Not Significant
ARHGAP17,0.9396527987136993,4.2887659099329516e-10,2.7333416161355416e-08,7.563306086298198,Not Significant
LINC00888,0.6621884735202508,4.354239216737869e-10,2.7673609244156233e-08,7.557934195662086,Not Significant
UBA5,0.33869838877165015,4.4308568644961585e-10,2.8082549878025515e-08,7.55156346108358,Not Significant
KLHDC2,-0.482752487187215,4.4569687733390386e-10,2.8170012578452267e-08,7.550212959093346,Not Significant
NFKBIE,0.5152978595116089,4.5133337875864426e-10,2.836952666482907e-08,7.5471479101882055,Not Significant
MTDH,0.36576245603457147,4.857234722183514e-10,3.044754258727638e-08,7.5164477534039404,Not Significant
NMI,0.5983556426489827,5.384686079053297e-10,3.356992302145489e-08,7.474049654623173,Not Significant
NABP1,0.6161785415201171,5.410774163651232e-10,3.3640900234875054e-08,7.4731323909416805,Not Significant
LTBP2,-0.9650084413626747,5.498847990438493e-10,3.4095837946133526e-08,7.467298631780133,Not Significant
IL10RB,0.6062174655813504,5.550932764491392e-10,3.432576801393595e-08,7.464379736961332,Not Significant
ABHD14A-ACY1,0.5643255954175477,5.674833701592088e-10,3.499735716777007e-08,7.455964750243721,Not Significant
PRKAB1,-0.5759249321676192,5.803408399187189e-10,3.5629315679610253e-08,7.448192518918229,Not Significant
UBALD2,0.5137174655813507,5.808450501964434e-10,3.5629315679610253e-08,7.448192518918229,Not Significant
PMM2,0.4288647372123424,6.448644470510728e-10,3.913660092447891e-08,7.4074168962009015,Not Significant
MAST2,-0.6040289920610974,6.577947638277408e-10,3.974016148788234e-08,7.400770372426161,Not Significant
SDCCAG8,-0.4332301025022593,6.65989434958642e-10,4.0099574399615075e-08,7.39686023677831,Not Significant
CCNG2,-0.4569791377750959,6.718593675232147e-10,4.0346830259661824e-08,7.394190578781092,Not Significant
NEBL,-0.7243508357618986,6.803195451427462e-10,4.0644353687603956e-08,7.390999778056038,Not Significant
SLC12A2,-0.5757337955984297,6.803665848930208e-10,4.0644353687603956e-08,7.390999778056038,Not Significant
TIAM2,-0.6527497068971273,6.898750091270297e-10,4.110505262715219e-08,7.386104791427519,Not Significant
USP46,0.5569034770374849,7.045795518170467e-10,4.18721562222702e-08,7.378074674376927,Not Significant
MAP2K1,-0.4460131645060773,7.300392942801787e-10,4.3272795474431324e-08,7.363785047951168,Not Significant
FOXN2,0.39476720932569825,7.65377845656312e-10,4.5250245758698753e-08,7.344379057754757,Not Significant
GTF3A,0.4406003081767355,9.826080704173712e-10,5.794348621430271e-08,7.236995378685473,Not Significant
FABP5,0.7070776806351147,1.0297081313812763e-09,6.056483816453368e-08,7.217779438920276,Not Significant
CUX1,-0.847477479650284,1.1258637244190148e-09,6.588174428313825e-08,7.181234910982042,Not Significant
CTR9,0.36143171540548885,1.2203028851366347e-09,7.068488610614229e-08,7.1506734374393,Not Significant
EPS15,-0.3796441061199848,1.2278813566528746e-09,7.094425616216609e-08,7.149082760432792,Not Significant
MSRB2,-0.6635855692895164,1.2349960606146907e-09,7.117559160419175e-08,7.147668914354971,Not Significant
HIST1H4H,0.8688343885036685,1.2868108032547868e-09,7.397545522228524e-08,7.130912353643933,Not Significant
EBF1,-0.9234691488292606,1.2943181173205875e-09,7.422054767993746e-08,7.129475845278301,Not Significant
STRBP,-0.7127999999999975,1.3171510688741976e-09,7.53410411396041e-08,7.122968382565712,Not Significant
SDK1,-0.9270691890262264,1.4433227448386149e-09,8.23521805533853e-08,7.084324896922094,Not Significant
LOC374443,0.7786994941881902,1.4657561521640537e-09,8.342413124754614e-08,7.078708307254666,Not Significant
RGS16,-0.7583222121729789,1.4807998511142384e-09,8.407121735358257e-08,7.075352663941042,Not Significant
FGD6,-0.9779496533011738,1.5810212801436779e-09,8.931794293749962e-08,7.04906128762904,Not Significant
DDHD2,-0.48492211838005994,1.6537182223053853e-09,9.319476090233304e-08,7.030608501542595,Not Significant
EXOSC8,0.5752663048939823,1.6685676236055743e-09,9.380055829998905e-08,7.02779457669681,Not Significant
MICAL3,-0.5715650437141975,1.7098490972665618e-09,9.588565525847779e-08,7.018246359545336,Not Significant
FRMD6,-0.9443482062104287,1.8309607199158157e-09,1.0217653968700942e-07,6.990648809231403,Not Significant
GANC,0.4604472917294755,1.9275923822382753e-09,1.0704687792624209e-07,6.970425994592595,Not Significant
KANK1,-0.864450842461392,1.936948409579346e-09,1.0730600390115117e-07,6.969375978050888,Not Significant
MIR4680,0.7892226660637142,2.0220357727233637e-09,1.114799481443628e-07,6.952803241973645,Not Significant
AVEN,0.39881991759622326,2.066989452004005e-09,1.1368441986022028e-07,6.944299050108823,Not Significant
NFXL1,0.3925612501256177,2.3109850994529116e-09,1.264960264963699e-07,6.897923116368033,Not Significant
POLR3G,0.8496305228955225,2.307119123275418e-09,1.264960264963699e-07,6.897923116368033,Not Significant
USO1,0.29569651291327703,2.362728026216255e-09,1.2871242199959026e-07,6.890379537434834,Not Significant
CEP76,0.4834116671691303,2.4261941019671798e-09,1.3185586948458214e-07,6.879900533083067,Not Significant
TPST1,-0.9704861822932349,2.5012066055102252e-09,1.3561044344567287e-07,6.867706863889448,Not Significant
LYL1,-0.8522980604964299,2.549687843597028e-09,1.3791219352600472e-07,6.860397333918805,Not Significant
LOXL1,-0.8709221183800594,2.648584360116499e-09,1.4265042648231116e-07,6.845726925593743,Not Significant
MT1F,0.9897634408602166,2.6497566107946784e-09,1.4265042648231116e-07,6.845726925593743,Not Significant
SGCD,-0.7754833852544116,2.745378986445812e-09,1.4710602156880601e-07,6.83236954970224,Not Significant
NET1,-0.5876399859310595,2.7579525490661565e-09,1.474344727164338e-07,6.831400959081364,Not Significant
EFEMP2,-0.7857376645563239,2.876595504695813e-09,1.5341842691711004e-07,6.814122474625617,Not Significant
GABPB2,-0.5476725957190206,2.9773757675536877e-09,1.5805651406410296e-07,6.801187600654538,Not Significant
MYO1B,-0.8308007570428413,2.9758249423854415e-09,1.5805651406410296e-07,6.801187600654538,Not Significant
UBE2R2,-0.5069782936388277,3.091592132052746e-09,1.6373987958649728e-07,6.78584553332437,Not Significant
EFNA5,-0.7799682946437527,3.1971365998654687e-09,1.689387653693347e-07,6.772270684033121,Not Significant
YRDC,0.47759913576525187,3.323438899242253e-09,1.752080230752598e-07,6.756446010624934,Not Significant
ENPP1,-0.7420452215857689,3.474322225510366e-09,1.8274136211420037e-07,6.738163142275972,Not Significant
TUSC1,-0.8265098985026608,3.554358504825402e-09,1.8609547503525216e-07,6.730264186735501,Not Significant
RHEBL1,0.8509572907245516,3.6082140572766437e-09,1.8848387586869775e-07,6.724725796231485,Not Significant
LMAN1,0.5420925535122115,3.6560005077008384e-09,1.905450834081895e-07,6.720002252749807,Not Significant
LOC100506882,0.9205269822128443,3.6783021973456203e-09,1.9127171426197224e-07,6.718349249775196,Not Significant
FMNL3,-0.7370419807054547,3.747075902704835e-09,1.9396628202236794e-07,6.712273758751868,Not Significant
FAM3C,-0.7550117911097691,3.782637943620063e-09,1.9492512646402486e-07,6.710132175344505,Not Significant
UBE2L6,0.5327644457843462,3.7785257003229764e-09,1.9492512646402486e-07,6.710132175344505,Not Significant
PTK2B,-0.8192726861621924,3.892539371177135e-09,2.0013775463490527e-07,6.698670976916254,Not Significant
ADK,0.6186778715706986,3.9871527182882464e-09,2.0408513242602927e-07,6.690188632425142,Not Significant
ICA1,-0.6837423207047852,4.089829517347332e-09,2.0887343606452444e-07,6.6801167888572115,Not Significant
NOP10,0.535724650788868,4.113033315404264e-09,2.0959065090523283e-07,6.6786280935910955,Not Significant
CYSLTR1,0.7645734767025102,4.134587362994875e-09,2.10220797478495e-07,6.677324320737146,Not Significant
CANX,0.3829150035172363,4.205306716665218e-09,2.1240048052384148e-07,6.672844505064124,Not Significant
FUOM,0.6539835192442991,4.4051626746598895e-09,2.2200467400048076e-07,6.653637881985178,Not Significant
DCAF17,0.45120078384082146,4.583317781485409e-09,2.3047540844040914e-07,6.6373754067098405,Not Significant
IZUMO4,-0.909403175560243,4.624521666299673e-09,2.3203740290556256e-07,6.634442004047809,Not Significant
APEX1,0.40180826047633683,4.891815731520359e-09,2.44377170168528e-07,6.61193936853154,Not Significant
SPATS2,-0.5267863531303371,4.882549595510773e-09,2.44377170168528e-07,6.61193936853154,Not Significant
ZCCHC7,-0.5007646802666375,5.082891633739189e-09,2.5227019648579753e-07,6.598134054541125,Not Significant
AURKAPS1,-0.632742739423171,5.103574779275548e-09,2.5274846525936046e-07,6.5973114728543285,Not Significant
DLEU1,0.8551874183499166,5.2593225146320305e-09,2.587812884618943e-07,6.587067129129815,Not Significant
SLC19A2,0.6617466586272753,5.286974687045995e-09,2.593190338335139e-07,6.586165605153181,Not Significant
TTC13,-0.5002672093256936,5.32525008222226e-09,2.597904517723781e-07,6.585376814844095,Not Significant
HTRA1,-0.967453924228718,5.4893346718617354e-09,2.672254836004181e-07,6.57312212830985,Not Significant
SSTR2,-0.9500108531805829,5.753567103212091e-09,2.7766558131689714e-07,6.556477950896322,Not Significant
ZC3H6,-0.5737578635313018,5.764473388353415e-09,2.7766558131689714e-07,6.556477950896322,Not Significant
OSBPL8,-0.44805105014571167,6.039177534860249e-09,2.902865168016859e-07,6.53717313576535,Not Significant
GPC4,-0.9795418048437325,6.1740232339548116e-09,2.9552646776754414e-07,6.52940361701409,Not Significant
NXN,-0.9196227514822606,6.207222663677339e-09,2.964953122023748e-07,6.527982168744019,Not Significant
TRMT10C,0.4785494925133175,6.5249597213854495e-09,3.103764624226592e-07,6.50811122113663,Not Significant
CTA-250D10.23,-0.7474490001004902,6.640794241970814e-09,3.152310627723905e-07,6.501370993828578,Not Significant
SYNE2,-0.6297955783338334,6.6755076268626316e-09,3.1622280435324436e-07,6.500006814202472,Not Significant
MTHFD2,0.5537489197065644,6.832384149583071e-09,3.2298543252574515e-07,6.4908170650260315,Not Significant
TICAM2,0.6983004723143419,6.957473067208484e-09,3.282205851087219e-07,6.483834184651679,Not Significant
AKIRIN1,0.3916224165075555,7.119765904073073e-09,3.3518568700656773e-07,6.474714534751735,Not Significant
SCAF4,-0.6329907345995356,7.163709101881558e-09,3.365619389138605e-07,6.472934999038467,Not Significant
SLC25A42,-0.6467009345794381,7.300543118898979e-09,3.4158778437711377e-07,6.46649766864015,Not Significant
NETO2,0.7750573811677233,7.617275786589746e-09,3.5568014285137426e-07,6.448940380219896,Not Significant
METAP2,-0.5675036679730658,7.803116634529379e-09,3.6361569979232625e-07,6.439357373563451,Not Significant
SSR3,0.44290872776605583,7.937147243276831e-09,3.6910961163856487e-07,6.4328446456002215,Not Significant
MTMR9LP,-0.9226187317857483,8.173225645635105e-09,3.790831381327742e-07,6.421265532848043,Not Significant
PCYOX1L,-0.49352949452316125,8.184749573321261e-09,3.790831381327742e-07,6.421265532848043,Not Significant
PTRH2,0.4761248115767281,8.881707428044762e-09,4.105322544518468e-07,6.38665271581578,Not Significant
FAM134B,-0.9666859863330304,9.134710871783135e-09,4.205275347010022e-07,6.37620556282158,Not Significant
FOXF2,-0.8691140588885522,9.118387240450783e-09,4.205275347010022e-07,6.37620556282158,Not Significant
MAT2A,0.39697613305195617,9.70735078003685e-09,4.4332172823801017e-07,6.353280982387528,Not Significant
ROCK2,-0.43871962616822235,1.0053832495374583e-08,4.567832161590119e-07,6.340289861993905,Not Significant
ANKH,-0.5654253843834771,1.038248861352326e-08,4.685430758923317e-07,6.329250475720992,Not Significant
HOPX,-0.7642823501825595,1.0463167943724985e-08,4.7012273544459123e-07,6.327788745537184,Not Significant
